ID,Eintrags_ID,Klasse,Name,Vorname,Rufname,Geburtstag,Geburtsort,Geburtsland,Geschlecht,Religion,RU,Land,Land2,Strasse,HausNr,PLZ,Ort,Teilort,Muttersprache,Schuleintrittam,Erz1Name,Erz1Vorname,Erz1Geschlecht,Erz1Strasse,Erz1HausNr,Erz1PLZ,Erz1Ort,Erz1Teilort,Erz1Telefon1,Erz1Telefon2,Erz1Handy,Erz1Email,Erz2Name,Erz2Vorname,Erz2Geschlecht,Erz2Strasse,Erz2HausNr,Erz2PLZ,Erz2Ort,Erz2Teilort,Erz2Telefon1,Erz2Telefon2,Erz2Handy,Erz2Email,Profil1,Profil1von,Profil1bis,AbgebendeSchule,SonstigeSchule,Sprachwahl,Fremdsprache1,Fremdsprache2,Foto_Einw,Geschwister,Klassenpartner,vorhKlasse,erz2sorgerecht,erz2auskunftsrecht,reinw,schwimmen,impfung
1052,50052,5,Schmitt,Finn,Finn,25.05.2015,Beispielstadt,D,m,ev,EV,D,,Musterstraße,53,77654,Beispielstadt,,deutsch,2022,Schmitt,Elternteil A,w,Musterstraße,53,77654,Beispielstadt,,00000 000000,,0000 0000000,familie052@example.invalid,Schmitt,Elternteil B,m,Musterstraße,53,77654,Beispielstadt,,,,0000 0000000,familie052.b@example.invalid,5z,,,GS-04,,E,E,F,Ja,,"Hanna Lang, Leon Meyer",4a,Ja,Ja,Ja,Ja,Ja
1053,50053,5,Lang,Hanna,,26.06.2016,Beispielstadt,D,w,,KEIN,D,,Musterstraße,54,77654,Beispielstadt,,deutsch,2022,Lang,Elternteil A,w,Musterstraße,54,77654,Beispielstadt,,00000 000000,,0000 0000000,familie053@example.invalid,Lang,Elternteil B,m,Musterstraße,54,77654,Beispielstadt,,,,0000 0000000,familie053.b@example.invalid,5z,,,GS-05,,E,E,F,Nein,,,4b,Ja,Ja,Ja,Ja,Ja
1054,50054,5,Koch,Luca,,27.07.2015,Beispielstadt,D,m,rk,RK,D,,Musterstraße,55,77654,Beispielstadt,,deutsch,2022,Koch,Elternteil A,w,Musterstraße,55,77654,Beispielstadt,,00000 000000,,0000 0000000,familie054@example.invalid,Koch,Elternteil B,m,Musterstraße,55,77654,Beispielstadt,,,,0000 0000000,familie054.b@example.invalid,5z,,,GS-00,,E,E,L,Ja,,"Lena Meier, Luca Koch",4c,Ja,Ja,Ja,Ja,Nein
1055,50055,5,Meier,Lena,,28.08.2016,Beispielstadt,D,w,ev,EV,D,,Musterstraße,56,77654,Beispielstadt,,deutsch,2022,Meier,Elternteil A,w,Musterstraße,56,77654,Beispielstadt,,00000 000000,,0000 0000000,familie055@example.invalid,Meier,Elternteil B,m,Musterstraße,56,77654,Beispielstadt,,,,0000 0000000,familie055.b@example.invalid,5z,,,GS-01,,E,E,F,Nein,,"Noah Weiß, Lea Klein",4d,Ja,Ja,Nein,Ja,Ja
1056,50056,5,Weiß,Noah,Noah,01.09.2015,Beispielstadt,D,m,,KEIN,D,,Musterstraße,57,77654,Beispielstadt,,deutsch,2022,Weiß,Elternteil A,w,Musterstraße,57,77654,Beispielstadt,,00000 000000,,0000 0000000,familie056@example.invalid,Weiß,Elternteil B,m,Musterstraße,57,77654,Beispielstadt,,,,0000 0000000,familie056.b@example.invalid,5y,,,GS-02,,E,E,F,Ja,,"Lea Klein, Ben Neumann",4a,Ja,Ja,Ja,Ja,Ja
1057,50057,5,Klein,Lea,,02.10.2016,Beispielstadt,D,w,rk,RK,D,,Musterstraße,58,77654,Beispielstadt,,deutsch,2022,Klein,Elternteil A,w,Musterstraße,58,77654,Beispielstadt,,00000 000000,,0000 0000000,familie057@example.invalid,Klein,Elternteil B,m,Musterstraße,58,77654,Beispielstadt,,,,0000 0000000,familie057.b@example.invalid,5x,,,GS-03,,E,E,L,Nein,,"Elias Schulze, Lina Braun",4b,Ja,Ja,Ja,Ja,Nein
1058,50058,5,Schulze,Elias,,03.11.2015,Beispielstadt,D,m,ev,EV,D,,Musterstraße,59,77654,Beispielstadt,,deutsch,2022,Schulze,Elternteil A,w,Musterstraße,59,77654,Beispielstadt,,00000 000000,,0000 0000000,familie058@example.invalid,Schulze,Elternteil B,m,Musterstraße,59,77654,Beispielstadt,,,,0000 0000000,familie058.b@example.invalid,5z,,,GS-04,,E,E,F,Ja,,"Marie Müller, Max Hartmann",4c,Ja,Ja,Ja,Ja,Ja
1059,50059,5,Müller,Marie,,04.12.2016,Beispielstadt,D,w,,KEIN,D,,Musterstraße,60,77654,Beispielstadt,,deutsch,2022,Müller,Elternteil A,w,Musterstraße,60,77654,Beispielstadt,,00000 000000,,0000 0000000,familie059@example.invalid,Müller,Elternteil B,m,Musterstraße,60,77654,Beispielstadt,,,,0000 0000000,familie059.b@example.invalid,5z,,,GS-05,,E,E,F,Nein,,"Ben Neumann, Anna Werner",4d,Ja,Ja,Ja,Ja,Ja
1060,50060,5,Neumann,Ben,Ben,05.01.2015,Beispielstadt,D,m,rk,RK,D,,Musterstraße,61,77654,Beispielstadt,,deutsch,2022,Neumann,Elternteil A,w,Musterstraße,61,77654,Beispielstadt,,00000 000000,,0000 0000000,familie060@example.invalid,Neumann,Elternteil B,m,Musterstraße,61,77654,Beispielstadt,,,,0000 0000000,familie060.b@example.invalid,5z,,,GS-00,,E,E,L,Ja,,"Sophie Herrmann, Lukas Lehmann",4a,Ja,Ja,Nein,Ja,Nein
1061,50061,5,Herrmann,Sophie,,06.02.2016,Beispielstadt,D,w,ev,EV,D,,Musterstraße,62,77654,Beispielstadt,,deutsch,2022,Herrmann,Elternteil A,w,Musterstraße,62,77654,Beispielstadt,,00000 000000,,0000 0000000,familie061@example.invalid,Herrmann,Elternteil B,m,Musterstraße,62,77654,Beispielstadt,,,,0000 0000000,familie061.b@example.invalid,5z,,,GS-01,,E,E,F,Nein,,"Jonas Fischer, Sarah Maier",4b,Ja,Ja,Ja,Ja,Ja
1062,50062,5,Fischer,Jonas,,07.03.2015,Beispielstadt,D,m,,KEIN,D,,Musterstraße,63,77654,Beispielstadt,,deutsch,2022,Fischer,Elternteil A,w,Musterstraße,63,77654,Beispielstadt,,00000 000000,,0000 0000000,familie062@example.invalid,Fischer,Elternteil B,m,Musterstraße,63,77654,Beispielstadt,,,,0000 0000000,familie062.b@example.invalid,5z,,,GS-02,,E,E,F,Ja,,"Lina Braun, Moritz König",4c,Ja,Ja,Ja,Ja,Ja
1063,50063,5,Braun,Lina,,08.04.2016,Beispielstadt,D,w,rk,RK,D,,Musterstraße,64,77654,Beispielstadt,,deutsch,2022,Braun,Elternteil A,w,Musterstraße,64,77654,Beispielstadt,,00000 000000,,0000 0000000,familie063@example.invalid,Braun,Elternteil B,m,Musterstraße,64,77654,Beispielstadt,,,,0000 0000000,familie063.b@example.invalid,5y,,,GS-03,,E,E,L,Nein,,,4d,Ja,Ja,Ja,Ja,Nein
1064,50064,5,Mayer,Felix,Felix,09.05.2015,Beispielstadt,D,m,ev,EV,D,,Musterstraße,65,77654,Beispielstadt,,deutsch,2022,Mayer,Elternteil A,w,Musterstraße,65,77654,Beispielstadt,,00000 000000,,0000 0000000,familie064@example.invalid,Mayer,Elternteil B,m,Musterstraße,65,77654,Beispielstadt,,,,0000 0000000,familie064.b@example.invalid,5z,,,GS-04,,E,E,F,Ja,,"Clara Wagner, Philipp Peters",4a,Ja,Ja,Ja,Ja,Ja
1065,50065,5,Wagner,Clara,,10.06.2016,Beispielstadt,D,w,,KEIN,D,,Musterstraße,66,77654,Beispielstadt,,deutsch,2022,Wagner,Elternteil A,w,Musterstraße,66,77654,Beispielstadt,,00000 000000,,0000 0000000,familie065@example.invalid,Wagner,Elternteil B,m,Musterstraße,66,77654,Beispielstadt,,,,0000 0000000,familie065.b@example.invalid,5z,,,GS-05,,E,E,F,Nein,,"Max Hartmann, Greta Möller",4b,Ja,Ja,Nein,Ja,Ja
1066,50066,5,Hartmann,Max,,11.07.2015,Beispielstadt,D,m,rk,RK,D,,Musterstraße,67,77654,Beispielstadt,,deutsch,2022,Hartmann,Elternteil A,w,Musterstraße,67,77654,Beispielstadt,,00000 000000,,0000 0000000,familie066@example.invalid,Hartmann,Elternteil B,m,Musterstraße,67,77654,Beispielstadt,,,,0000 0000000,familie066.b@example.invalid,5x,,,GS-00,,E,E,L,Ja,,"Laura Fuchs, Jakob Hahn",4c,Ja,Ja,Ja,Ja,Nein
1067,50067,5,Fuchs,Laura,,12.08.2016,Beispielstadt,D,w,ev,EV,D,,Musterstraße,68,77654,Beispielstadt,,deutsch,2022,Fuchs,Elternteil A,w,Musterstraße,68,77654,Beispielstadt,,00000 000000,,0000 0000000,familie067@example.invalid,Fuchs,Elternteil B,m,Musterstraße,68,77654,Beispielstadt,,,,0000 0000000,familie067.b@example.invalid,5z,,,GS-01,,E,E,F,Nein,,"Tim Hoffmann, Nora Schneider",4d,Ja,Ja,Ja,Ja,Ja
1068,50068,5,Hoffmann,Tim,Tim,13.09.2015,Beispielstadt,D,m,,KEIN,D,,Musterstraße,69,77654,Beispielstadt,,deutsch,2022,Hoffmann,Elternteil A,w,Musterstraße,69,77654,Beispielstadt,,00000 000000,,0000 0000000,familie068@example.invalid,Hoffmann,Elternteil B,m,Musterstraße,69,77654,Beispielstadt,,,,0000 0000000,familie068.b@example.invalid,5z,,,GS-02,,E,E,F,Ja,,"Anna Werner, Leon Meyer",4a,Ja,Ja,Ja,Ja,Ja
1069,50069,5,Werner,Anna,,14.10.2016,Beispielstadt,D,w,rk,RK,D,,Musterstraße,70,77654,Beispielstadt,,deutsch,2022,Werner,Elternteil A,w,Musterstraße,70,77654,Beispielstadt,,00000 000000,,0000 0000000,familie069@example.invalid,Werner,Elternteil B,m,Musterstraße,70,77654,Beispielstadt,,,,0000 0000000,familie069.b@example.invalid,5z,,,GS-03,,E,E,L,Nein,,"Niklas Scholz, Emma Schulz",4b,Ja,Ja,Ja,Ja,Nein
1070,50070,5,Scholz,Niklas,,15.11.2015,Beispielstadt,D,m,ev,EV,D,,Musterstraße,71,77654,Beispielstadt,,deutsch,2022,Scholz,Elternteil A,w,Musterstraße,71,77654,Beispielstadt,,00000 000000,,0000 0000000,familie070@example.invalid,Scholz,Elternteil B,m,Musterstraße,71,77654,Beispielstadt,,,,0000 0000000,familie070.b@example.invalid,5y,,,GS-04,,E,E,F,Ja,,"Emily Bauer, Luca Koch",4c,Ja,Ja,Nein,Ja,Ja
1071,50071,5,Bauer,Emily,,16.12.2016,Beispielstadt,D,w,,KEIN,D,,Musterstraße,72,77654,Beispielstadt,,deutsch,2022,Bauer,Elternteil A,w,Musterstraße,72,77654,Beispielstadt,,00000 000000,,0000 0000000,familie071@example.invalid,Bauer,Elternteil B,m,Musterstraße,72,77654,Beispielstadt,,,,0000 0000000,familie071.b@example.invalid,5z,,,GS-05,,E,E,F,Nein,,"Lukas Lehmann, Lea Klein",4d,Ja,Ja,Ja,Ja,Ja
1072,50072,5,Lehmann,Lukas,Lukas,17.01.2015,Beispielstadt,D,m,rk,RK,D,,Musterstraße,73,77654,Beispielstadt,,deutsch,2022,Lehmann,Elternteil A,w,Musterstraße,73,77654,Beispielstadt,,00000 000000,,0000 0000000,familie072@example.invalid,Lehmann,Elternteil B,m,Musterstraße,73,77654,Beispielstadt,,,,0000 0000000,familie072.b@example.invalid,5z,,,GS-00,,E,E,L,Ja,,"Nele Jung, Ben Neumann",4a,Ja,Ja,Ja,Ja,Nein
1073,50073,5,Jung,Nele,,18.02.2016,Beispielstadt,D,w,ev,EV,D,,Musterstraße,74,77654,Beispielstadt,,deutsch,2022,Jung,Elternteil A,w,Musterstraße,74,77654,Beispielstadt,,00000 000000,,0000 0000000,familie073@example.invalid,Jung,Elternteil B,m,Musterstraße,74,77654,Beispielstadt,,,,0000 0000000,familie073.b@example.invalid,5z,,,GS-01,,E,E,F,Nein,,,4b,Ja,Ja,Ja,Ja,Ja
1074,50074,5,Wolf,Jan,,19.03.2015,Beispielstadt,D,m,,KEIN,D,,Musterstraße,75,77654,Beispielstadt,,deutsch,2022,Wolf,Elternteil A,w,Musterstraße,75,77654,Beispielstadt,,00000 000000,,0000 0000000,familie074@example.invalid,Wolf,Elternteil B,m,Musterstraße,75,77654,Beispielstadt,,,,0000 0000000,familie074.b@example.invalid,5z,,,GS-02,,E,E,F,Ja,,"Saarah Maier, Max Hartmann",4c,Ja,Ja,Ja,Ja,Ja
1075,50075,5,Maier,Sarah,,20.04.2016,Beispielstadt,D,w,rk,RK,D,,Musterstraße,76,77654,Beispielstadt,,deutsch,2022,Maier,Elternteil A,w,Musterstraße,76,77654,Beispielstadt,,00000 000000,,0000 0000000,familie075@example.invalid,Maier,Elternteil B,m,Musterstraße,76,77654,Beispielstadt,,,,0000 0000000,familie075.b@example.invalid,5x,,,GS-03,,E,E,L,Nein,,"David Schmidt, Paul Kaiser",4d,Ja,Ja,Nein,Ja,Nein
1076,50076,5,Schmidt,David,David,21.05.2015,Beispielstadt,D,m,ev,EV,D,,Musterstraße,77,77654,Beispielstadt,,deutsch,2022,Schmidt,Elternteil A,w,Musterstraße,77,77654,Beispielstadt,,00000 000000,,0000 0000000,familie076@example.invalid,Schmidt,Elternteil B,m,Musterstraße,77,77654,Beispielstadt,,,,0000 0000000,familie076.b@example.invalid,5z,,,GS-04,,E,E,F,Ja,,"Johanna Schwarz, Hanna Lang",4a,Ja,Ja,Ja,Ja,Ja
1077,50077,5,Schwarz,Johanna,,22.06.2016,Beispielstadt,D,w,,KEIN,D,,Musterstraße,78,77654,Beispielstadt,,deutsch,2022,Schwarz,Elternteil A,w,Musterstraße,78,77654,Beispielstadt,,00000 000000,,0000 0000000,familie077@example.invalid,Schwarz,Elternteil B,m,Musterstraße,78,77654,Beispielstadt,,,,0000 0000000,familie077.b@example.invalid,5y,,,GS-05,,E,E,F,Nein,,"Moritz König, Noah Weiß",4b,Ja,Ja,Ja,Ja,Ja
1078,50078,5,König,Moritz,,23.07.2015,Beispielstadt,D,m,rk,RK,D,,Musterstraße,79,77654,Beispielstadt,,deutsch,2022,König,Elternteil A,w,Musterstraße,79,77654,Beispielstadt,,00000 000000,,0000 0000000,familie078@example.invalid,König,Elternteil B,m,Musterstraße,79,77654,Beispielstadt,,,,0000 0000000,familie078.b@example.invalid,5z,,,GS-00,,E,E,L,Ja,,"Ida Weber, Marie Müller",4c,Ja,Ja,Ja,Ja,Nein
1079,50079,5,Weber,Ida,,24.08.2016,Beispielstadt,D,w,ev,EV,D,,Musterstraße,80,77654,Beispielstadt,,deutsch,2022,Weber,Elternteil A,w,Musterstraße,80,77654,Beispielstadt,,00000 000000,,0000 0000000,familie079@example.invalid,Weber,Elternteil B,m,Musterstraße,80,77654,Beispielstadt,,,,0000 0000000,familie079.b@example.invalid,5z,,,GS-01,,E,E,F,Nein,,"Julian Krüger, Jonas Fischer",4d,Ja,Ja,Ja,Ja,Ja
1080,50080,5,Krüger,Julian,Julian,25.09.2015,Beispielstadt,D,m,,KEIN,D,,Musterstraße,1,77654,Beispielstadt,,deutsch,2022,Krüger,Elternteil A,w,Musterstraße,1,77654,Beispielstadt,,00000 000000,,0000 0000000,familie080@example.invalid,Krüger,Elternteil B,m,Musterstraße,1,77654,Beispielstadt,,,,0000 0000000,familie080.b@example.invalid,5z,,,GS-02,,E,E,F,Ja,,"Maja Huber, Clara Wagner",4a,Ja,Ja,Nein,Ja,Ja
1081,50081,5,Huber,Maja,,26.10.2016,Beispielstadt,D,w,rk,RK,D,,Musterstraße,2,77654,Beispielstadt,,deutsch,2022,Huber,Elternteil A,w,Musterstraße,2,77654,Beispielstadt,,00000 000000,,0000 0000000,familie081@example.invalid,Huber,Elternteil B,m,Musterstraße,2,77654,Beispielstadt,,,,0000 0000000,familie081.b@example.invalid,5z,,,GS-03,,E,E,L,Nein,,"Tom Becker, Tim Hoffmann",4b,Ja,Ja,Ja,Ja,Nein
1082,50082,5,Becker,Tom,,27.11.2015,Beispielstadt,D,m,ev,EV,D,,Musterstraße,3,77654,Beispielstadt,,deutsch,2022,Becker,Elternteil A,w,Musterstraße,3,77654,Beispielstadt,,00000 000000,,0000 0000000,familie082@example.invalid,Becker,Elternteil B,m,Musterstraße,3,77654,Beispielstadt,,,,0000 0000000,familie082.b@example.invalid,5z,,,GS-04,,E,E,F,Ja,,"Frieda Lange, Emily Bauer",4c,Ja,Ja,Ja,Ja,Ja
1083,50083,5,Lange,Frieda,,28.12.2016,Beispielstadt,D,w,,KEIN,D,,Musterstraße,4,77654,Beispielstadt,,deutsch,2022,Lange,Elternteil A,w,Musterstraße,4,77654,Beispielstadt,,00000 000000,,0000 0000000,familie083@example.invalid,Lange,Elternteil B,m,Musterstraße,4,77654,Beispielstadt,,,,0000 0000000,familie083.b@example.invalid,5z,,,GS-05,,E,E,F,Nein,,,4d,Ja,Ja,Ja,Ja,Ja
1084,50084,5,Peters,Philipp,Philipp,01.01.2015,Beispielstadt,D,m,rk,RK,D,,Musterstraße,5,77654,Beispielstadt,,deutsch,2022,Peters,Elternteil A,w,Musterstraße,5,77654,Beispielstadt,,00000 000000,,0000 0000000,familie084@example.invalid,Peters,Elternteil B,m,Musterstraße,5,77654,Beispielstadt,,,,0000 0000000,familie084.b@example.invalid,5y,,,GS-00,,E,E,L,Ja,,"Pia Schäfer, Johanna Schwarz",4a,Ja,Ja,Ja,Ja,Nein
1085,50085,5,Schäfer,Pia,,02.02.2016,Beispielstadt,D,w,ev,EV,D,,Musterstraße,6,77654,Beispielstadt,,deutsch,2022,Schäfer,Elternteil A,w,Musterstraße,6,77654,Beispielstadt,,00000 000000,,0000 0000000,familie085@example.invalid,Schäfer,Elternteil B,m,Musterstraße,6,77654,Beispielstadt,,,,0000 0000000,familie085.b@example.invalid,5z,,,GS-01,,E,E,F,Nein,,"Simon Krause, Julian Krüger",4b,Ja,Ja,Nein,Ja,Ja
1086,50086,5,Krause,Simon,,03.03.2015,Beispielstadt,D,m,,KEIN,D,,Musterstraße,7,77654,Beispielstadt,,deutsch,2022,Krause,Elternteil A,w,Musterstraße,7,77654,Beispielstadt,,00000 000000,,0000 0000000,familie086@example.invalid,Krause,Elternteil B,m,Musterstraße,7,77654,Beispielstadt,,,,0000 0000000,familie086.b@example.invalid,5z,,,GS-02,,E,E,F,Ja,,"Greta Möller, Frieda Lange",4c,Ja,Ja,Ja,Ja,Ja
1087,50087,5,Möller,Greta,,04.04.2016,Beispielstadt,D,w,rk,RK,D,,Musterstraße,8,77654,Beispielstadt,,deutsch,2022,Möller,Elternteil A,w,Musterstraße,8,77654,Beispielstadt,,00000 000000,,0000 0000000,familie087@example.invalid,Möller,Elternteil B,m,Musterstraße,8,77654,Beispielstadt,,,,0000 0000000,familie087.b@example.invalid,5z,,,GS-03,,E,E,L,Nein,,"Erik Richter, Simon Krause",4d,Ja,Ja,Ja,Ja,Nein
1088,50088,5,Richter,Erik,Erik,05.05.2015,Beispielstadt,D,m,ev,EV,D,,Musterstraße,9,77654,Beispielstadt,,deutsch,2022,Richter,Elternteil A,w,Musterstraße,9,77654,Beispielstadt,,00000 000000,,0000 0000000,familie088@example.invalid,Richter,Elternteil B,m,Musterstraße,9,77654,Beispielstadt,,,,0000 0000000,familie088.b@example.invalid,5z,,,GS-04,,E,E,F,Ja,,"Lily Schmid, Lily Schmid",4a,Ja,Ja,Ja,Ja,Ja
1089,50089,5,Schmid,Lily,,06.06.2016,Beispielstadt,D,w,,KEIN,D,,Musterstraße,10,77654,Beispielstadt,,deutsch,2022,Schmid,Elternteil A,w,Musterstraße,10,77654,Beispielstadt,,00000 000000,,0000 0000000,familie089@example.invalid,Schmid,Elternteil B,m,Musterstraße,10,77654,Beispielstadt,,,,0000 0000000,familie089.b@example.invalid,5z,,,GS-05,,E,E,F,Nein,,"Jakob Hahn, Anton Köhler",4b,Ja,Ja,Ja,Ja,Ja
1090,50090,5,Hahn,Jakob,,07.07.2015,Beispielstadt,D,m,rk,RK,D,,Musterstraße,11,77654,Beispielstadt,,deutsch,2022,Hahn,Elternteil A,w,Musterstraße,11,77654,Beispielstadt,,00000 000000,,0000 0000000,familie090@example.invalid,Hahn,Elternteil B,m,Musterstraße,11,77654,Beispielstadt,,,,0000 0000000,familie090.b@example.invalid,5z,,,GS-00,,E,E,L,Ja,,"Mara Schröder, Zoe Walter",4c,Ja,Ja,Nein,Ja,Nein
1091,50091,5,Schröder,Mara,,08.08.2016,Beispielstadt,D,w,ev,EV,D,,Musterstraße,12,77654,Beispielstadt,,deutsch,2022,Schröder,Elternteil A,w,Musterstraße,12,77654,Beispielstadt,,00000 000000,,0000 0000000,familie091@example.invalid,Schröder,Elternteil B,m,Musterstraße,12,77654,Beispielstadt,,,,0000 0000000,familie091.b@example.invalid,5y,,,GS-01,,E,E,F,Nein,,"Anton Köhler, Paul Kaiser",4d,Ja,Ja,Ja,Ja,Ja
1092,50092,5,Köhler,Anton,Anton,09.09.2015,Beispielstadt,D,m,,KEIN,D,,Musterstraße,13,77654,Beispielstadt,,deutsch,2022,Köhler,Elternteil A,w,Musterstraße,13,77654,Beispielstadt,,00000 000000,,0000 0000000,familie092@example.invalid,Köhler,Elternteil B,m,Musterstraße,13,77654,Beispielstadt,,,,0000 0000000,familie092.b@example.invalid,5z,,,GS-02,,E,E,F,Ja,,"Nora Schneider, Hanna Lang",4a,Ja,Ja,Ja,Ja,Ja
1093,50093,5,Schneider,Nora,,10.10.2016,Beispielstadt,D,w,rk,RK,D,,Musterstraße,14,77654,Beispielstadt,,deutsch,2022,Schneider,Elternteil A,w,Musterstraße,14,77654,Beispielstadt,,00000 000000,,0000 0000000,familie093@example.invalid,Schneider,Elternteil B,m,Musterstraße,14,77654,Beispielstadt,,,,0000 0000000,familie093.b@example.invalid,5x,,,GS-03,,E,E,L,Nein,,,4b,Ja,Ja,Ja,Ja,Nein
1094,50094,5,Zimmermann,Emil,,11.11.2015,Beispielstadt,D,m,ev,EV,D,,Musterstraße,15,77654,Beispielstadt,,deutsch,2022,Zimmermann,Elternteil A,w,Musterstraße,15,77654,Beispielstadt,,00000 000000,,0000 0000000,familie094@example.invalid,Zimmermann,Elternteil B,m,Musterstraße,15,77654,Beispielstadt,,,,0000 0000000,familie094.b@example.invalid,5z,,,GS-04,,E,E,F,Ja,,"Zoe Walter, Marie Müller",4c,Ja,Ja,Ja,Ja,Ja
1095,50095,5,Walter,Zoe,,12.12.2016,Beispielstadt,D,w,,KEIN,D,,Musterstraße,16,77654,Beispielstadt,,deutsch,2022,Walter,Elternteil A,w,Musterstraße,16,77654,Beispielstadt,,00000 000000,,0000 0000000,familie095@example.invalid,Walter,Elternteil B,m,Musterstraße,16,77654,Beispielstadt,,,,0000 0000000,familie095.b@example.invalid,5z,,,GS-05,,E,E,F,Nein,,"Leon Meyer, Jonas Fischer",4d,Ja,Ja,Nein,Ja,Ja
1096,50096,5,Meyer,Leon,Leon,13.01.2015,Beispielstadt,D,m,rk,RK,D,,Musterstraße,17,77654,Beispielstadt,,deutsch,2022,Meyer,Elternteil A,w,Musterstraße,17,77654,Beispielstadt,,00000 000000,,0000 0000000,familie096@example.invalid,Meyer,Elternteil B,m,Musterstraße,17,77654,Beispielstadt,,,,0000 0000000,familie096.b@example.invalid,5z,,,GS-00,,E,E,L,Ja,,"Mia Hofmann, Clara Wagner",4a,Ja,Ja,Ja,Ja,Nein
1097,50097,5,Hofmann,Mia,,14.02.2016,Beispielstadt,D,w,ev,EV,D,,Musterstraße,18,77654,Beispielstadt,,deutsch,2022,Hofmann,Elternteil A,w,Musterstraße,18,77654,Beispielstadt,,00000 000000,,0000 0000000,familie097@example.invalid,Hofmann,Elternteil B,m,Musterstraße,18,77654,Beispielstadt,,,,0000 0000000,familie097.b@example.invalid,5z,,,GS-01,,E,E,F,Nein,,"Paaul Kaiser, Tim Hoffmann",4b,Ja,Ja,Ja,Ja,Ja
1098,50098,5,Kaiser,Paul,,15.03.2015,Beispielstadt,D,m,,KEIN,D,,Musterstraße,19,77654,Beispielstadt,,deutsch,2022,Kaiser,Elternteil A,w,Musterstraße,19,77654,Beispielstadt,,00000 000000,,0000 0000000,familie098@example.invalid,Kaiser,Elternteil B,m,Musterstraße,19,77654,Beispielstadt,,,,0000 0000000,familie098.b@example.invalid,5y,,,GS-02,,E,E,F,Ja,,"Emma Schulz, Emily Bauer",4c,Ja,Ja,Ja,Ja,Ja
1099,50099,5,Schulz,Emma,,16.04.2016,Beispielstadt,D,w,rk,RK,D,,Musterstraße,20,77654,Beispielstadt,,deutsch,2022,Schulz,Elternteil A,w,Musterstraße,20,77654,Beispielstadt,,00000 000000,,0000 0000000,familie099@example.invalid,Schulz,Elternteil B,m,Musterstraße,20,77654,Beispielstadt,,,,0000 0000000,familie099.b@example.invalid,5z,,,GS-03,,E,E,L,Nein,,"Finn Schmitt, Jan Wolf",4d,Ja,Ja,Ja,Ja,Nein
1100,50100,5,Schmitt,Finn,Finn,17.05.2015,Beispielstadt,D,m,ev,EV,D,,Musterstraße,21,77654,Beispielstadt,,deutsch,2022,Schmitt,Elternteil A,w,Musterstraße,21,77654,Beispielstadt,,00000 000000,,0000 0000000,familie100@example.invalid,Schmitt,Elternteil B,m,Musterstraße,21,77654,Beispielstadt,,,,0000 0000000,familie100.b@example.invalid,5z,,,GS-04,,E,E,F,Ja,,"Hanna Lang, Johanna Schwarz",4a,Ja,Ja,Nein,Ja,Ja
1101,50101,5,Lang,Hanna,,18.06.2016,Beispielstadt,D,w,,KEIN,D,,Musterstraße,22,77654,Beispielstadt,,deutsch,2022,Lang,Elternteil A,w,Musterstraße,22,77654,Beispielstadt,,00000 000000,,0000 0000000,familie101@example.invalid,Lang,Elternteil B,m,Musterstraße,22,77654,Beispielstadt,,,,0000 0000000,familie101.b@example.invalid,5z,,,GS-05,,E,E,F,Nein,,"Luca Koch, Julian Krüger",4b,Ja,Ja,Ja,Ja,Ja
1102,50102,5,Koch,Luca,,19.07.2015,Beispielstadt,D,m,rk,RK,D,,Musterstraße,23,77654,Beispielstadt,,deutsch,2022,Koch,Elternteil A,w,Musterstraße,23,77654,Beispielstadt,,00000 000000,,0000 0000000,familie102@example.invalid,Koch,Elternteil B,m,Musterstraße,23,77654,Beispielstadt,,,,0000 0000000,familie102.b@example.invalid,5x,,,GS-00,,E,E,L,Ja,,"Lena Meier, Frieda Lange",4c,Ja,Ja,Ja,Ja,Nein
1103,50103,5,Meier,Lena,,20.08.2016,Beispielstadt,D,w,ev,EV,D,,Musterstraße,24,77654,Beispielstadt,,deutsch,2022,Meier,Elternteil A,w,Musterstraße,24,77654,Beispielstadt,,00000 000000,,0000 0000000,familie103@example.invalid,Meier,Elternteil B,m,Musterstraße,24,77654,Beispielstadt,,,,0000 0000000,familie103.b@example.invalid,5z,,,GS-01,,E,E,F,Nein,,,4d,Ja,Ja,Ja,Ja,Ja
1104,50104,5,Weiß,Noah,Noah,21.09.2015,Beispielstadt,D,m,,KEIN,D,,Musterstraße,25,77654,Beispielstadt,,deutsch,2022,Weiß,Elternteil A,w,Musterstraße,25,77654,Beispielstadt,,00000 000000,,0000 0000000,familie104@example.invalid,Weiß,Elternteil B,m,Musterstraße,25,77654,Beispielstadt,,,,0000 0000000,familie104.b@example.invalid,5z,,,GS-02,,E,E,F,Ja,,"Lea Klein, Lily Schmid",4a,Ja,Ja,Ja,Ja,Ja
1105,50105,5,Klein,Lea,,22.10.2016,Beispielstadt,D,w,rk,RK,D,,Musterstraße,26,77654,Beispielstadt,,deutsch,2022,Klein,Elternteil A,w,Musterstraße,26,77654,Beispielstadt,,00000 000000,,0000 0000000,familie105@example.invalid,Klein,Elternteil B,m,Musterstraße,26,77654,Beispielstadt,,,,0000 0000000,familie105.b@example.invalid,5y,,,GS-03,,E,E,L,Nein,,"Elias Schulze, Anton Köhler",4b,Ja,Ja,Nein,Ja,Nein
